-16.4986845|-68.1330743
-16.4998607|-68.1343848
-16.4998607|-68.1343848
-16.4979178|-68.1325216
-16.4986617|-68.1330792
-17.7752823|-63.1798573
-17.7822668|-63.1828299
-17.7822668|-63.1828299
-17.7822668|-63.1828299

-16.4985358|-68.132999
-16.498697|-68.1330957
-16.5440321|-68.084704
-16.5440502|-68.0847028
-16.4986973|-68.1330927
-16.4986935|-68.1330788
-17.3890087|-66.2916134

-16.4981342|-68.1325853
-16.4980708|-68.1325417
-16.4979092|-68.1324619
-16.4978966|-68.1324612
-16.4978243|-68.1325315
-16.49789|-68.1324594
-16.4981073|-68.1319629
-16.4994261|-68.1285832
-16.4965434|-68.1238064
-16.4965434|-68.1238064
-16.4965434|-68.1238064
-16.4946735|-68.1214631
-16.4945916|-68.1210866
-16.493108|-68.1197071
-16.509447|-68.1258526
-16.4899248|-68.1237433
-16.5094827|-68.1258631
-16.5094483|-68.1258489
-16.4898556|-68.1237411
-16.4898842|-68.1237236
-17.761659|-63.0105267
-17.4726229|-66.1127253
-17.7662865|-63.1755851
-16.4898075|-68.1236761
-17.7662801|-63.1755406
-17.388|-66.1955984

-17.7640965|-63.075289
-17.7570312|-63.0739861
-17.7570312|-63.0739861
-16.5105462|-68.1230991
-16.5087944|-68.1237401
-16.5116103|-68.1273049
-16.5116103|-68.1273049
-16.5116103|-68.1273049
-16.5116103|-68.1273049
-16.5116103|-68.1273049
-16.5116103|-68.1273049
-16.5116103|-68.1273049
-16.5116103|-68.1273049
-16.5161355|-68.1209703
-16.5161355|-68.1209703
-16.5161355|-68.1209703
-16.5161355|-68.1209703

-16.5156551|-68.1259085
-16.5156551|-68.1259085
-16.5156551|-68.1259085
-16.5156483|-68.125745
-16.4873113|-68.1213935
-17.778757|-63.2155517
-21.5377912|-64.7277664
-17.7766218|-63.1753631
-16.5433392|-68.0713133
-17.7964974|-63.1812309

-17.7766|-63.1753631
-16.5074937|-68.1299162
-16.5438083|-68.073624
-16.5433485|-68.0713248

-17.6763438|-63.1445662
-21.5377912|-64.7277664

-16.4991492|-68.1433063
-16.543351|-68.071291
-16.5433499|-68.0713069

-17.9725654|-67.0729681
-17.9725654|-67.0729681
-17.9725654|-67.0729681
-16.5433467|-68.0713366
-16.5431866|-68.0804489
-16.5433402|-68.0713105
-17.7962879|-63.1814135
-17.7966205|-63.1812512
-16.5433477|-68.0712661
-17.7965143|-63.181269
-16.4991479|-68.1433003
-17.7964408|-63.1812325
-17.796464|-63.1812869
-17.7964765|-63.1813018
-17.7962245|-63.1813455
-17.7965002|-63.1811901
-17.7537442|-63.1611556
-16.5433465|-68.0713381

-17.7570349|-63.0739232
-17.3719678|-66.124246
-17.3719696|-66.1242412
-16.4894858|-68.141002
-17.4051352|-66.1679131
-17.3781722|-66.1839812
-16.5407503|-68.0895396
-16.5291452|-68.0999833

-17.3781497|-66.1839868
-17.7756193|-63.1791733
-16.5159889|-68.129168
-17.3685357|-66.1616256
-17.3685357|-66.1616256
-17.802428|-63.1546856
-20.4617126|-66.8197297
-16.4979609|-68.1201893

-17.3732071|-66.1575738
-17.9491352|-67.1152147
-17.9474705|-67.1131876
-17.7708453|-63.1919698

-16.4993027|-68.1331112
-16.4993336|-68.1331413
-16.541285|-68.0770953
-17.3950703|-66.1528088
-17.4463161|-66.1320475
-16.4993103|-68.133114
-16.4973747|-68.1361442
-16.4993165|-68.133114
-16.4973778|-68.1361526
-16.4993165|-68.133114
-16.499343|-68.1331045
-16.4993537|-68.1331116
-17.3544228|-63.3868592
-17.3544228|-63.3868592

-16.4975699|-68.1325216
-16.4993504|-68.1331475
-16.499326|-68.1331632

-16.4993329|-68.1331418
-16.4993215|-68.1331509
-16.4993258|-68.1331207
-16.4993082|-68.1331216
-16.4988139|-68.1353556
-16.4993203|-68.1331276
-16.4993232|-68.1331498
-16.4993151|-68.1331413
-17.3920933|-66.1640935
-16.5408511|-68.0900075

-17.8413315|-63.179767
-17.8413132|-63.1797774
-17.8413135|-63.1797778
-17.8157185|-63.1857243
-16.50703|-68.1442456
-17.6798698|-63.1459507
-17.3690864|-66.2234871
-17.3690864|-66.2234871

-16.4993418|-68.1331366
-17.9664729|-67.1106899

-16.4985434|-68.2244592

-17.7900031|-63.1537845
-17.7827283|-63.1825591

-16.4985434|-68.2244592
-16.4985434|-68.2244592

-16.5022688|-68.1300918

-17.7820951|-63.1831597
-17.7820951|-63.1831597
-16.4993512|-68.1331218
-17.8399458|-63.19446
-16.4993103|-68.1330944
-16.4993341|-68.1331495
-16.5307272|-68.0753102
-16.4993291|-68.1331614
-16.4993127|-68.1331411
-16.5003172|-68.1351641
-16.5335579|-68.0736476
-16.4984261|-68.2248517
-16.4985434|-68.2244592
-16.530688|-68.0755403
-16.4993215|-68.1331515
-16.5335579|-68.0736476
-16.4985434|-68.2244592
-16.5306984|-68.0753035
-16.4977737|-68.1324881
-16.4993321|-68.1331325
-16.4977797|-68.1324959
-16.4976353|-68.2256782
-16.4985434|-68.2244592

-17.9700054|-67.1146361
-17.7857661|-63.1889124
-17.7688681|-63.1955736
-16.4999251|-68.1353564
-17.7688205|-63.1955769

-17.4036796|-63.8825431
-16.4979563|-68.1202101
-16.4979681|-68.1202424
-17.7450549|-63.1698322
-16.5284963|-68.1060856
-16.5285164|-68.1060764
-17.3525035|-66.1725729
-17.7782235|-63.1584241
-17.3908351|-66.076353
-21.5357832|-64.704465
-16.4928831|-68.1369711
-16.4929281|-68.1372913

-16.5011303|-68.1186651
-16.4924385|-68.1376003

-16.5439527|-68.0738242
-17.7687631|-63.1955671
-17.3640892|-66.1650918
-17.7474163|-63.1637282
-17.7474163|-63.1637282
-17.7474711|-63.1637777
-17.7473529|-63.1637143

-17.8320606|-63.1181788
-16.5164365|-68.1127271

-17.400793|-63.8874837
-17.8187675|-63.1040909
-16.5103989|-68.1322931
-16.5104561|-68.1324127
-16.529512|-68.1635948
-16.5037288|-68.1177794
-17.3694587|-66.1324963
-17.3694598|-66.1325206
-17.6605847|-62.7204477

-16.5029076|-68.1313128
-16.5029076|-68.1313128
-16.5029081|-68.1313112
-16.5029494|-68.1313732
-16.5029544|-68.1313622
-16.502916|-68.1313008
-16.5028946|-68.1312469
-16.5028997|-68.1313129
-16.5028979|-68.1313254


-17.3409963|-66.2115101
-16.5028944|-68.1312781
-16.5029204|-68.1312434

-16.4983656|-68.1332791
-17.7725567|-63.183515
-17.7725567|-63.183515
-17.7638257|-63.1755764
-17.8143838|-63.2116761
-17.8154309|-63.2115006
-17.8154309|-63.2115006
-17.8154309|-63.2115006
-17.7733951|-63.1821209
-17.7607901|-63.2018582
-16.4985703|-68.1331013
-17.8703321|-63.1641781
-17.787274|-63.1789242
-16.499309|-68.1331512
-16.499308|-68.1331425
-16.5591143|-68.1810226
-16.4992992|-68.1331509
